c,p,o,oLabel
http://www.wikidata.org/entity/Q107203470,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q48740648,Nadia van Dyne
http://www.wikidata.org/entity/Q107506977,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q65935848,Alexei Shostakov
http://www.wikidata.org/entity/Q107506977,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q107506977,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q107506977,http://www.wikidata.org/prop/direct/P3373,http://www.wikidata.org/entity/Q23895063,Natasha Romanoff
http://www.wikidata.org/entity/Q107723311,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q107723311,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q108170999,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q113791292,animated short film series
http://www.wikidata.org/entity/Q108170999,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q117467246,animated television series
http://www.wikidata.org/entity/Q108403692,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q108403692,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q108403692,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q108403692,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q3190387,vigilante
http://www.wikidata.org/entity/Q108403692,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q4991371,soldier
http://www.wikidata.org/entity/Q108415935,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q108415935,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q108415935,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q110826383,Inhuman
http://www.wikidata.org/entity/Q108415935,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q911971,S.H.I.E.L.D.
http://www.wikidata.org/entity/Q108515638,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q108515638,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q28020127,fictional humanoid
http://www.wikidata.org/entity/Q108515638,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q33999,actor
http://www.wikidata.org/entity/Q109649169,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14514600,group of fictional characters
http://www.wikidata.org/entity/Q110414906,http://www.wikidata.org/prop/direct/P25,http://www.wikidata.org/entity/Q129175907,Maggie Grace
http://www.wikidata.org/entity/Q110414906,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q110414906,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q110414906,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q110414906,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q110414906,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q40348,lawyer
http://www.wikidata.org/entity/Q110414906,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q3190387,vigilante
http://www.wikidata.org/entity/Q110414906,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q64099772,Wilson Fisk
http://www.wikidata.org/entity/Q110818826,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15706911,fictional object
http://www.wikidata.org/entity/Q110825083,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15706911,fictional object
http://www.wikidata.org/entity/Q110970890,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q100706037,fictional dimension
http://www.wikidata.org/entity/Q111382468,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15708422,fictional energy
http://www.wikidata.org/entity/Q111382468,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q23090938,fictional device
http://www.wikidata.org/entity/Q111385820,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q111385820,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q111385820,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q111385820,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q890527,archer
http://www.wikidata.org/entity/Q111442407,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q63960235,fictional mansion
http://www.wikidata.org/entity/Q113043464,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q113043464,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q113169240,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q129168851,Yusuf Khan
http://www.wikidata.org/entity/Q113169240,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q113169240,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q113169240,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q113169240,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q30168244,fictional human hybrid
http://www.wikidata.org/entity/Q113169240,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q54805989,energy manipulation
http://www.wikidata.org/entity/Q113177483,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q113177483,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q113576166,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15720567,superhero team
http://www.wikidata.org/entity/Q114241293,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14136353,fictional occurrence
http://www.wikidata.org/entity/Q114241357,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15707521,fictional battle
http://www.wikidata.org/entity/Q114241386,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14136353,fictional occurrence
http://www.wikidata.org/entity/Q114241396,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q106921111,fictional town
http://www.wikidata.org/entity/Q114247358,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14136353,fictional occurrence
http://www.wikidata.org/entity/Q114247413,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14136353,fictional occurrence
http://www.wikidata.org/entity/Q114247462,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15707521,fictional battle
http://www.wikidata.org/entity/Q114247494,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q89375087,fictional university
http://www.wikidata.org/entity/Q114247554,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14136353,fictional occurrence
http://www.wikidata.org/entity/Q114775011,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14136353,fictional occurrence
http://www.wikidata.org/entity/Q114775031,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14136353,fictional occurrence
http://www.wikidata.org/entity/Q114775065,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q17682891,fictional prison
http://www.wikidata.org/entity/Q114775087,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14136353,fictional occurrence
http://www.wikidata.org/entity/Q114861024,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14136353,fictional occurrence
http://www.wikidata.org/entity/Q114861030,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15707521,fictional battle
http://www.wikidata.org/entity/Q114872180,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q17198419,fictional war
http://www.wikidata.org/entity/Q114872275,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14136353,fictional occurrence
http://www.wikidata.org/entity/Q114872313,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14136353,fictional occurrence
http://www.wikidata.org/entity/Q114872362,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14136353,fictional occurrence
http://www.wikidata.org/entity/Q114872399,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15707521,fictional battle
http://www.wikidata.org/entity/Q115331065,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q17198419,fictional war
http://www.wikidata.org/entity/Q115331100,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14136353,fictional occurrence
http://www.wikidata.org/entity/Q115331185,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14136353,fictional occurrence
http://www.wikidata.org/entity/Q115331208,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15707521,fictional battle
http://www.wikidata.org/entity/Q115331237,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14136353,fictional occurrence
http://www.wikidata.org/entity/Q115331282,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14136353,fictional occurrence
http://www.wikidata.org/entity/Q115331403,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14136353,fictional occurrence
http://www.wikidata.org/entity/Q115331422,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15707521,fictional battle
http://www.wikidata.org/entity/Q115361593,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q17198419,fictional war
http://www.wikidata.org/entity/Q115361748,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15707521,fictional battle
http://www.wikidata.org/entity/Q115361944,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14136353,fictional occurrence
http://www.wikidata.org/entity/Q115362072,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q17198419,fictional war
http://www.wikidata.org/entity/Q115362155,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14136353,fictional occurrence
http://www.wikidata.org/entity/Q115362231,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15707521,fictional battle
http://www.wikidata.org/entity/Q115362282,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15707521,fictional battle
http://www.wikidata.org/entity/Q116025879,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q1152040,healing factor
http://www.wikidata.org/entity/Q116025879,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q4386945,superhuman strength
http://www.wikidata.org/entity/Q116025879,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q47090903,superhuman agility / reflexes
http://www.wikidata.org/entity/Q116025879,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q51879220,flight
http://www.wikidata.org/entity/Q116025879,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q51908485,superhuman longevity
http://www.wikidata.org/entity/Q116025879,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q51993795,waterbreathing
http://www.wikidata.org/entity/Q116025879,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q83788671,superhuman endurance
http://www.wikidata.org/entity/Q116025879,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q4816690,Atlantis
http://www.wikidata.org/entity/Q116025879,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q116025879,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q30147469,fictional hybrid
http://www.wikidata.org/entity/Q116025879,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q1097498,ruler
http://www.wikidata.org/entity/Q116207431,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q108117266,fictional facility
http://www.wikidata.org/entity/Q116207455,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q108117266,fictional facility
http://www.wikidata.org/entity/Q116207510,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q108117266,fictional facility
http://www.wikidata.org/entity/Q116207587,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q108117266,fictional facility
http://www.wikidata.org/entity/Q116207612,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q108117266,fictional facility
http://www.wikidata.org/entity/Q116207649,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q63960235,fictional mansion
http://www.wikidata.org/entity/Q116207693,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q65939560,fictional armor
http://www.wikidata.org/entity/Q116207744,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q65939560,fictional armor
http://www.wikidata.org/entity/Q116207769,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q65939560,fictional armor
http://www.wikidata.org/entity/Q116207798,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q65939560,fictional armor
http://www.wikidata.org/entity/Q116207824,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15720870,fictional weapon
http://www.wikidata.org/entity/Q116207853,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q116207853,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q18327510,fictional robot
http://www.wikidata.org/entity/Q116207938,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q23090938,fictional device
http://www.wikidata.org/entity/Q116207967,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15720870,fictional weapon
http://www.wikidata.org/entity/Q116208119,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q20871196,fictional vehicle
http://www.wikidata.org/entity/Q116208146,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15707563,fictional automobile
http://www.wikidata.org/entity/Q116208311,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66547481,fictional television network
http://www.wikidata.org/entity/Q116208369,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66547481,fictional television network
http://www.wikidata.org/entity/Q116208470,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66547481,fictional television network
http://www.wikidata.org/entity/Q116208626,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66547481,fictional television network
http://www.wikidata.org/entity/Q116208846,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66547481,fictional television network
http://www.wikidata.org/entity/Q116215722,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q106477391,fictional apartment house
http://www.wikidata.org/entity/Q116215785,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3895768,fictional location
http://www.wikidata.org/entity/Q116215803,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q20751022,fictional house
http://www.wikidata.org/entity/Q116215847,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q99761203,fictional pizzeria
http://www.wikidata.org/entity/Q116215906,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1964689,fictional city
http://www.wikidata.org/entity/Q116215927,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q62939343,fictional military base
http://www.wikidata.org/entity/Q116216019,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q16363493,fictional forest
http://www.wikidata.org/entity/Q116216038,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q62939158,fictional motel
http://www.wikidata.org/entity/Q116216070,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q89375085,fictional college
http://www.wikidata.org/entity/Q116216121,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q20751022,fictional house
http://www.wikidata.org/entity/Q116216142,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q30106090,fictional drinking establishment
http://www.wikidata.org/entity/Q116216161,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q23090938,fictional device
http://www.wikidata.org/entity/Q116216511,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q64493576,fictional drink
http://www.wikidata.org/entity/Q116216575,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q89407511,fictional chemical substance
http://www.wikidata.org/entity/Q116216737,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15720870,fictional weapon
http://www.wikidata.org/entity/Q116216769,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q70253040,fictional rocket launcher
http://www.wikidata.org/entity/Q116216818,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q74574,fictional book
http://www.wikidata.org/entity/Q116216857,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q74574,fictional book
http://www.wikidata.org/entity/Q116216921,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15720625,fictional dog
http://www.wikidata.org/entity/Q116216921,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q116217056,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14136353,fictional occurrence
http://www.wikidata.org/entity/Q116217292,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66547481,fictional television network
http://www.wikidata.org/entity/Q116217586,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15909505,fictional newspaper
http://www.wikidata.org/entity/Q116217808,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14136353,fictional occurrence
http://www.wikidata.org/entity/Q116278718,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3895768,fictional location
http://www.wikidata.org/entity/Q116279192,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q65939560,fictional armor
http://www.wikidata.org/entity/Q116279806,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q65939560,fictional armor
http://www.wikidata.org/entity/Q116279907,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q65939560,fictional armor
http://www.wikidata.org/entity/Q116280056,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q65939560,fictional armor
http://www.wikidata.org/entity/Q116280126,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q65939560,fictional armor
http://www.wikidata.org/entity/Q116280197,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q65939560,fictional armor
http://www.wikidata.org/entity/Q116280328,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q99935529,fictional film
http://www.wikidata.org/entity/Q116280396,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q23090938,fictional device
http://www.wikidata.org/entity/Q116280508,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15706911,fictional object
http://www.wikidata.org/entity/Q116280545,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15720870,fictional weapon
http://www.wikidata.org/entity/Q116280678,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15720870,fictional weapon
http://www.wikidata.org/entity/Q116280770,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15720870,fictional weapon
http://www.wikidata.org/entity/Q116280807,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q23090938,fictional device
http://www.wikidata.org/entity/Q116280838,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15706911,fictional object
http://www.wikidata.org/entity/Q116280895,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15720870,fictional weapon
http://www.wikidata.org/entity/Q116280954,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q89473026,fictional metal
http://www.wikidata.org/entity/Q116281107,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q116281107,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15832079,fictional bird
http://www.wikidata.org/entity/Q116281152,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q63040602,fictional weapons manufacturer
http://www.wikidata.org/entity/Q116281223,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14514600,group of fictional characters
http://www.wikidata.org/entity/Q116281271,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15909505,fictional newspaper
http://www.wikidata.org/entity/Q116281305,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15909505,fictional newspaper
http://www.wikidata.org/entity/Q116281359,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15909505,fictional newspaper
http://www.wikidata.org/entity/Q116281397,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15909505,fictional newspaper
http://www.wikidata.org/entity/Q116294493,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q65630486,fictional city-state
http://www.wikidata.org/entity/Q116294729,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q96343424,fictional laboratory
http://www.wikidata.org/entity/Q116294759,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q60875460,fictional diner
http://www.wikidata.org/entity/Q116295067,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15709963,fictional hospital
http://www.wikidata.org/entity/Q116295124,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q111535061,fictional store
http://www.wikidata.org/entity/Q116295236,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q108117266,fictional facility
http://www.wikidata.org/entity/Q116295317,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3895768,fictional location
http://www.wikidata.org/entity/Q116295398,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3895768,fictional location
http://www.wikidata.org/entity/Q116295569,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q16705798,fictional bridge
http://www.wikidata.org/entity/Q116295832,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q65939560,fictional armor
http://www.wikidata.org/entity/Q116295948,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15720870,fictional weapon
http://www.wikidata.org/entity/Q116296434,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15706911,fictional object
http://www.wikidata.org/entity/Q116296496,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15706911,fictional object
http://www.wikidata.org/entity/Q116296539,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15706911,fictional object
http://www.wikidata.org/entity/Q116296633,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15720870,fictional weapon
http://www.wikidata.org/entity/Q116296740,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15720870,fictional weapon
http://www.wikidata.org/entity/Q116296844,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15720870,fictional weapon
http://www.wikidata.org/entity/Q116296953,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15720870,fictional weapon
http://www.wikidata.org/entity/Q116297188,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15720870,fictional weapon
http://www.wikidata.org/entity/Q116297518,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15706911,fictional object
http://www.wikidata.org/entity/Q116297615,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q74574,fictional book
http://www.wikidata.org/entity/Q116297828,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q21192438,fictional species
http://www.wikidata.org/entity/Q116298446,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q2593744,fictional creature
http://www.wikidata.org/entity/Q116298446,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q116298446,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q116298548,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q2593744,fictional creature
http://www.wikidata.org/entity/Q116298548,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q116298865,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14136353,fictional occurrence
http://www.wikidata.org/entity/Q116458473,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3895768,fictional location
http://www.wikidata.org/entity/Q116458482,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q108117266,fictional facility
http://www.wikidata.org/entity/Q116458536,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q106921111,fictional town
http://www.wikidata.org/entity/Q116458569,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q62939343,fictional military base
http://www.wikidata.org/entity/Q116458582,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q62939343,fictional military base
http://www.wikidata.org/entity/Q116458613,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q108117266,fictional facility
http://www.wikidata.org/entity/Q116458652,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q108117266,fictional facility
http://www.wikidata.org/entity/Q116458685,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q30106090,fictional drinking establishment
http://www.wikidata.org/entity/Q116458714,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15707521,fictional battle
http://www.wikidata.org/entity/Q116459697,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q99771699,fictional suit
http://www.wikidata.org/entity/Q116459803,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15706911,fictional object
http://www.wikidata.org/entity/Q116459832,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15706911,fictional object
http://www.wikidata.org/entity/Q116459867,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15706911,fictional object
http://www.wikidata.org/entity/Q116459911,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q23090938,fictional device
http://www.wikidata.org/entity/Q116459938,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q112822110,fictional group of objects
