c,cLabel,genderLabel
http://www.wikidata.org/entity/Q66196306,Gary,male
http://www.wikidata.org/entity/Q66196351,Garthan Saal,male
http://www.wikidata.org/entity/Q66196466,Dr. Fitzgibbon,male
http://www.wikidata.org/entity/Q66196576,Cosmo,male organism
http://www.wikidata.org/entity/Q66196729,Pete,male
http://www.wikidata.org/entity/Q66196786,Delancey,male
http://www.wikidata.org/entity/Q66196831,Garrett,male
http://www.wikidata.org/entity/Q66196867,Agent Jackson,male
http://www.wikidata.org/entity/Q66196905,Cale,male
http://www.wikidata.org/entity/Q66196986,Don,male
http://www.wikidata.org/entity/Q66197045,Tom the Neighbor,male
http://www.wikidata.org/entity/Q66197086,Whitcher,female
http://www.wikidata.org/entity/Q66197162,Russo,male
http://www.wikidata.org/entity/Q66197206,Garcia,female
http://www.wikidata.org/entity/Q66197241,Renata,female
http://www.wikidata.org/entity/Q66197283,Fine,male
http://www.wikidata.org/entity/Q66197353,Wenham,male
http://www.wikidata.org/entity/Q66197408,Frank,male
http://www.wikidata.org/entity/Q66197458,Ernesto,male
http://www.wikidata.org/entity/Q66197484,Carlos,male
http://www.wikidata.org/entity/Q66197514,Emily,female
http://www.wikidata.org/entity/Q66197558,Ignacio,male
http://www.wikidata.org/entity/Q66197610,Uzman,male
http://www.wikidata.org/entity/Q66197650,Anitolov,male
http://www.wikidata.org/entity/Q66197694,Stoltz,male
http://www.wikidata.org/entity/Q66197725,Burleigh,male
http://www.wikidata.org/entity/Q66197767,Pearson,female
http://www.wikidata.org/entity/Q66197825,Yasmin Monette,female
http://www.wikidata.org/entity/Q66197863,Zoha,female
http://www.wikidata.org/entity/Q66197897,Zach Cooper,male
http://www.wikidata.org/entity/Q66197941,Josh Scarino,male
http://www.wikidata.org/entity/Q66197979,Tyler Corbyn,male
http://www.wikidata.org/entity/Q66198026,Sebastian,male
http://www.wikidata.org/entity/Q66198065,Janice Lincoln,female
http://www.wikidata.org/entity/Q66198104,Victoria Snow,female
http://www.wikidata.org/entity/Q66198151,Guterman,male
http://www.wikidata.org/entity/Q66198297,Julius Dell,male
http://www.wikidata.org/entity/Q66198367,Dimitri Smerdyakov,male
http://www.wikidata.org/entity/Q66198533,Gideon Malick,male
http://www.wikidata.org/entity/Q66311235,Flora colossus,
http://www.wikidata.org/entity/Q66311261,Asgardian,
http://www.wikidata.org/entity/Q66311272,frost giant,
http://www.wikidata.org/entity/Q66311286,Titan,
http://www.wikidata.org/entity/Q66311293,Zehoberei,
http://www.wikidata.org/entity/Q66311325,Centaurian,
http://www.wikidata.org/entity/Q66311328,Luphomoid,
http://www.wikidata.org/entity/Q66311333,Celestial,
http://www.wikidata.org/entity/Q66311335,Xandarian,
http://www.wikidata.org/entity/Q66311342,Sovereign,
http://www.wikidata.org/entity/Q66311351,Kronan,
http://www.wikidata.org/entity/Q66311395,Kree,
http://www.wikidata.org/entity/Q66311399,Krylorian,
http://www.wikidata.org/entity/Q66311403,Dark Elf,
http://www.wikidata.org/entity/Q66311406,Dwarf,
http://www.wikidata.org/entity/Q66311412,Skrull,
http://www.wikidata.org/entity/Q66311417,Eternal,
http://www.wikidata.org/entity/Q66311420,Flerken,
http://www.wikidata.org/entity/Q66817198,John Walker,male
http://www.wikidata.org/entity/Q96265004,Benatar,
http://www.wikidata.org/entity/Q96280132,Milano,
http://www.wikidata.org/entity/Q96379736,Gorr the God Butcher,male
http://www.wikidata.org/entity/Q96379857,Grant Ward,male
http://www.wikidata.org/entity/Q97798485,Daniel Sousa,male
http://www.wikidata.org/entity/Q103046044,Iron Man's armor,
http://www.wikidata.org/entity/Q106143110,Sokovia,
http://www.wikidata.org/entity/Q106843272,Avengers,
http://www.wikidata.org/entity/Q106856883,The Blip,
http://www.wikidata.org/entity/Q106939354,Infinity Stones,
http://www.wikidata.org/entity/Q106962400,Deke Shaw,male
http://www.wikidata.org/entity/Q107203470,Maria Pym,female
http://www.wikidata.org/entity/Q107506977,Yelena Belova,female
http://www.wikidata.org/entity/Q107723311,Sylvie,genderfluid
http://www.wikidata.org/entity/Q108170999,I Am Groot,
http://www.wikidata.org/entity/Q108403692,Frank Castle,male
http://www.wikidata.org/entity/Q108415935,Daisy Johnson,female
http://www.wikidata.org/entity/Q108515638,Actor Loki,male
http://www.wikidata.org/entity/Q109649169,Iron Legion,
http://www.wikidata.org/entity/Q110414906,Matt Murdock,male
http://www.wikidata.org/entity/Q110818826,Tesseract,
http://www.wikidata.org/entity/Q110825083,Eye of Agamotto,
http://www.wikidata.org/entity/Q110970890,Quantum Realm,
http://www.wikidata.org/entity/Q111382468,Arc reactor,
http://www.wikidata.org/entity/Q111385820,Kate Bishop,female
http://www.wikidata.org/entity/Q111442407,Tony Stark's Mansion,
http://www.wikidata.org/entity/Q113043464,Antoine Triplett,male
http://www.wikidata.org/entity/Q113169240,Kamala Khan,female
http://www.wikidata.org/entity/Q113177483,Moon Knight,male
http://www.wikidata.org/entity/Q113576166,Guardians of the Galaxy,
http://www.wikidata.org/entity/Q114241293,Kidnapping of Tony Stark,
http://www.wikidata.org/entity/Q114241357,Battle of Gulmira,
http://www.wikidata.org/entity/Q114241386,Duel of Los Angeles,
http://www.wikidata.org/entity/Q114241396,Gulmira,
http://www.wikidata.org/entity/Q114247358,Bruce Banner Manhunt,
http://www.wikidata.org/entity/Q114247413,Ambush in Rio de Janeiro,
http://www.wikidata.org/entity/Q114247462,Battle at Culver University,
http://www.wikidata.org/entity/Q114247494,Culver University,
http://www.wikidata.org/entity/Q114247554,Duel of Harlem,
http://www.wikidata.org/entity/Q114775011,Duel of Monaco,
http://www.wikidata.org/entity/Q114775031,Escape from the Batiment B3,
http://www.wikidata.org/entity/Q114775065,Batiment B3,
http://www.wikidata.org/entity/Q114775087,Duel at Tony Stark's Mansion,
http://www.wikidata.org/entity/Q114775109,Infiltration into Hammer Industries Headquarters,
http://www.wikidata.org/entity/Q114775129,Hammer Industries Headquarters,
http://www.wikidata.org/entity/Q114775169,Battle at Stark Expo,
http://www.wikidata.org/entity/Q114775196,Stark Expo,
http://www.wikidata.org/entity/Q114795569,Asgard-Jotunheim War,
http://www.wikidata.org/entity/Q114795595,Battle of Tønsberg,
http://www.wikidata.org/entity/Q114795609,Battle of Jotunheim,
http://www.wikidata.org/entity/Q114795631,Infiltration into Odin's Vault,
http://www.wikidata.org/entity/Q114795653,Odin's Vault,
http://www.wikidata.org/entity/Q114795703,Royal Palace of Valaskjalf,
http://www.wikidata.org/entity/Q114795810,Attack on Jotunheim,
http://www.wikidata.org/entity/Q114795825,Infiltration into the S.H.I.E.L.D. Crater Investigation Site,
http://www.wikidata.org/entity/Q114795842,S.H.I.E.L.D. Crater Investigation Site,
http://www.wikidata.org/entity/Q114795863,Battle of Puente Antiguo,
http://www.wikidata.org/entity/Q114795890,Duel at the Rainbow Bridge,
http://www.wikidata.org/entity/Q114860532,Destruction of Castle Rock Tower,
http://www.wikidata.org/entity/Q114860579,Assassination of Abraham Erskine,
http://www.wikidata.org/entity/Q114860587,Strategic Scientific Reserve Brooklyn Facility,
http://www.wikidata.org/entity/Q114860828,Liberation of Allied Prisoners of War,
http://www.wikidata.org/entity/Q114860880,Attack on HYDRA Facilities,
http://www.wikidata.org/entity/Q114860904,Capture of Arnim Zola,
http://www.wikidata.org/entity/Q114861024,Attack on HYDRA Headquarters,
http://www.wikidata.org/entity/Q114861030,Battle in the Valkyrie,
http://www.wikidata.org/entity/Q114872180,Chitauri Invasion,
http://www.wikidata.org/entity/Q114872275,Destruction of Project P.E.G.A.S.U.S.,
http://www.wikidata.org/entity/Q114872313,Skirmish in Germany,
http://www.wikidata.org/entity/Q114872362,Attack on the Helicarrier,
http://www.wikidata.org/entity/Q114872399,Battle of New York,
http://www.wikidata.org/entity/Q115331065,Aldrich Killian's War,
http://www.wikidata.org/entity/Q116296953,Hridgandr,
http://www.wikidata.org/entity/Q116297188,Brandrheid Undrsigr,
http://www.wikidata.org/entity/Q116297518,Space Stone,
http://www.wikidata.org/entity/Q116297615,Myths and Ledgends from Around the World,
http://www.wikidata.org/entity/Q116297828,Asgardian Ravens,
http://www.wikidata.org/entity/Q116298446,Frost Beasts,
http://www.wikidata.org/entity/Q116298548,Asgardian Horses,
http://www.wikidata.org/entity/Q116298865,Project P.E.G.A.S.U.S.,
http://www.wikidata.org/entity/Q116458473,Pier 13,
http://www.wikidata.org/entity/Q116458482,S.H.I.E.L.D. Headquarters,
http://www.wikidata.org/entity/Q116458536,Wheaton,
http://www.wikidata.org/entity/Q116458569,HYDRA Headquarters,
http://www.wikidata.org/entity/Q116458582,Camp Lehigh,
http://www.wikidata.org/entity/Q116458613,Austrian HYDRA Weapons Facility,
http://www.wikidata.org/entity/Q116458652,Strategic Scientific Reserve Headquarters,
http://www.wikidata.org/entity/Q116458685,Whip & Fiddle,
http://www.wikidata.org/entity/Q116458714,Battle of Azzano,
http://www.wikidata.org/entity/Q116459697,Captain America's Uniform,
http://www.wikidata.org/entity/Q116459803,Vita-Ray Chamber,
http://www.wikidata.org/entity/Q116459832,Vita Radiation,
http://www.wikidata.org/entity/Q116459867,Tesseract Battery,
http://www.wikidata.org/entity/Q116459911,Tesseract Cradle,
http://www.wikidata.org/entity/Q116459938,Arnim Zola's Camera and Monitor,
http://www.wikidata.org/entity/Q116459960,HYDRA Cannon,
http://www.wikidata.org/entity/Q116459979,Zolanator 2000X Assault Rifle,
http://www.wikidata.org/entity/Q116460015,Arnimhilation 99L Assault Weapon,
http://www.wikidata.org/entity/Q116460033,HYDRA Pistol,
http://www.wikidata.org/entity/Q116460048,HYDRA Flamethrower,
http://www.wikidata.org/entity/Q116460065,Synthetic Man,
http://www.wikidata.org/entity/Q116460082,Track Bomb,
http://www.wikidata.org/entity/Q116460089,Cyanide Pills,
http://www.wikidata.org/entity/Q116460101,Zip-Line Gun,
http://www.wikidata.org/entity/Q116460112,Steve Rogers' Compass,
http://www.wikidata.org/entity/Q116460141,Captain America's USO Show,
http://www.wikidata.org/entity/Q116460157,Captain America's Motorcycle,
http://www.wikidata.org/entity/Q116460171,Johann Schmidt's Coupe,
http://www.wikidata.org/entity/Q116460183,Schnellzug EB912,
http://www.wikidata.org/entity/Q116460270,HYDRA Mini Tank,
http://www.wikidata.org/entity/Q116460281,HYDRA Uber Tank,
http://www.wikidata.org/entity/Q116460292,HYDRA Armored Personnel Carrier,
http://www.wikidata.org/entity/Q116460298,Lindworm-5 Motorbike,
http://www.wikidata.org/entity/Q116460457,HYDRA Truck,
http://www.wikidata.org/entity/Q116460599,Fieser Dorsch,
http://www.wikidata.org/entity/Q116460786,Valkyrie,
http://www.wikidata.org/entity/Q116461322,HYDRA Parasit,
http://www.wikidata.org/entity/Q116461571,AccuTech,
http://www.wikidata.org/entity/Q116461762,Strategic Scientific Reserve,
http://www.wikidata.org/entity/Q116462067,Project Rebirth,
http://www.wikidata.org/entity/Q116462283,Lucky Star Cab Company,
http://www.wikidata.org/entity/Q116462294,The New York Examiner,
http://www.wikidata.org/entity/Q116462338,Manhattan Telegraph,
http://www.wikidata.org/entity/Q116476742,Sanctuary,
http://www.wikidata.org/entity/Q116476870,Solenski Plaza,
http://www.wikidata.org/entity/Q116476893,Shawarma Palace,
http://www.wikidata.org/entity/Q116477026,Loki's Hideout,
http://www.wikidata.org/entity/Q116477056,Schäfer Sicherheitsdienst Building,
http://www.wikidata.org/entity/Q116477184,Mind Stone,
http://www.wikidata.org/entity/Q116477330,Mark VII Iron Man Armor,
http://www.wikidata.org/entity/Q116477580,Hawkeye's Blades,
http://www.wikidata.org/entity/Q116477589,Black Widow's Bite,
http://www.wikidata.org/entity/Q116477698,Destroyer Armor Prototype Gun,
http://www.wikidata.org/entity/Q116477759,Colantotte Bracelets,
http://www.wikidata.org/entity/Q116477823,Chitauri Gun,
http://www.wikidata.org/entity/Q116477895,Chitauri Staff,
http://www.wikidata.org/entity/Q116477939,Chitauri Bomb,
http://www.wikidata.org/entity/Q116477978,Chitauri Helmet,
http://www.wikidata.org/entity/Q116478025,Chitauri Neural Link,
http://www.wikidata.org/entity/Q116478044,Chitauri Energy Core,
http://www.wikidata.org/entity/Q116478104,Captain America Card Collection,
http://www.wikidata.org/entity/Q116478141,Space Throne,
http://www.wikidata.org/entity/Q116478220,Helicarrier Detention Cell,
http://www.wikidata.org/entity/Q116478260,S.H.I.E.L.D. SUV,
http://www.wikidata.org/entity/Q116478319,S.H.I.E.L.D. Helicopter,
http://www.wikidata.org/entity/Q116478498,Chitauri Chariot,
http://www.wikidata.org/entity/Q116478572,Chitauri Command Center,
http://www.wikidata.org/entity/Q116478599,Acura 2012 Stark Industries Super Car,
http://www.wikidata.org/entity/Q116478695,Leviathans,
http://www.wikidata.org/entity/Q116478785,Phase 2,
http://www.wikidata.org/entity/Q116478803,STRIKE Team: Delta,
http://www.wikidata.org/entity/Q116478860,Schäfer Sicherheitsdienst,
http://www.wikidata.org/entity/Q116478896,6 New York,
http://www.wikidata.org/entity/Q116478939,5 Albany,
http://www.wikidata.org/entity/Q116478957,Action News,
http://www.wikidata.org/entity/Q116478978,News 2,
http://www.wikidata.org/entity/Q116478994,TKY,
http://www.wikidata.org/entity/Q116818123,2,
http://www.wikidata.org/entity/Q116818251,Talokan,
http://www.wikidata.org/entity/Q116818285,Los Angeles Mercy Hospital,
http://www.wikidata.org/entity/Q116818301,Rose Hill,
http://www.wikidata.org/entity/Q116818325,Walker's,
http://www.wikidata.org/entity/Q116818342,Keener Residence,
http://www.wikidata.org/entity/Q116818362,Hamilton County Memorial Hall,
http://www.wikidata.org/entity/Q116818380,Aldrich Killian's Mansion,
http://www.wikidata.org/entity/Q116818846,Mark VIII Iron Man Armor,
http://www.wikidata.org/entity/Q116818860,Mark IX Iron Man Armor,
http://www.wikidata.org/entity/Q116818876,Mark X Iron Man Armor,
http://www.wikidata.org/entity/Q116818939,Mark XI Iron Man Armor,
http://www.wikidata.org/entity/Q116819108,Mark XII Iron Man Armor,
http://www.wikidata.org/entity/Q116819115,Mark XIII Iron Man Armor,
http://www.wikidata.org/entity/Q116819124,Mark XIV Iron Man Armor,
http://www.wikidata.org/entity/Q122561912,Bywater Station House,
http://www.wikidata.org/entity/Q122585951,Café Beau-Ba,
http://www.wikidata.org/entity/Q122585972,Calderwood Auction House,
http://www.wikidata.org/entity/Q122586003,California Centipede Base,
http://www.wikidata.org/entity/Q122586028,Callisto Aerospace Control Center,
http://www.wikidata.org/entity/Q122586047,Calvin Zabo's Building,
http://www.wikidata.org/entity/Q122586076,Calvin Zabo's Clandestine Clinic,
http://www.wikidata.org/entity/Q122586132,Campervan Hideout,
http://www.wikidata.org/entity/Q122586155,Canelo's Auto and Body,
http://www.wikidata.org/entity/Q122586296,Carlo IV Hotel,
http://www.wikidata.org/entity/Q122586417,Carson Wolf's Residence,
http://www.wikidata.org/entity/Q122586640,Carter Residence,
http://www.wikidata.org/entity/Q122586770,Cassaro Gallery,
http://www.wikidata.org/entity/Q122586883,Castle de Krake,
http://www.wikidata.org/entity/Q122586969,Castle Residence,
http://www.wikidata.org/entity/Q122587073,Cave of the Dragon,
http://www.wikidata.org/entity/Q122587195,Celestium,
http://www.wikidata.org/entity/Q122587305,Central London Storage,
http://www.wikidata.org/entity/Q122587335,Central New York City Gymnasium,
http://www.wikidata.org/entity/Q122587371,Cerberus Squad Compound,
http://www.wikidata.org/entity/Q122587394,Chadwick Ranch,
http://www.wikidata.org/entity/Q122587417,Chadwick Residence,
http://www.wikidata.org/entity/Q122587435,Chan Ho Yin's House,
http://www.wikidata.org/entity/Q122587520,Charmont Jewelers,
http://www.wikidata.org/entity/Q122587537,Chatsworth High School,
http://www.wikidata.org/entity/Q122587672,Chen Residence,
http://www.wikidata.org/entity/Q122587833,Cheng Consulting Management Offices,
http://www.wikidata.org/entity/Q122594618,Chikara Dojo,
http://www.wikidata.org/entity/Q122594916,Chinatown Crew Headquarters,
http://www.wikidata.org/entity/Q122595131,Chinatown Crew Hideout,
http://www.wikidata.org/entity/Q122595399,Chris French Cleaners,
http://www.wikidata.org/entity/Q122595669,Christmas Castle,
http://www.wikidata.org/entity/Q122595857,Chronyca-2,
http://www.wikidata.org/entity/Q122596064,Church of All Saints Hospital,
http://www.wikidata.org/entity/Q122596317,Church of Gibborim Executive Office,
http://www.wikidata.org/entity/Q122596505,CIA Safe House,
http://www.wikidata.org/entity/Q122596735,CIA South Korean Black Site,
http://www.wikidata.org/entity/Q122596957,Cincinnati Memorial Hospital,
http://www.wikidata.org/entity/Q122597354,Circle Q,
http://www.wikidata.org/entity/Q122597650,Circo's Pastry Shop,
http://www.wikidata.org/entity/Q122597958,Citadel,
http://www.wikidata.org/entity/Q122598374,Citadel at the End of Time,
http://www.wikidata.org/entity/Q122598840,City of the Dead,
http://www.wikidata.org/entity/Q122599113,Claire Temple's Apartment,
http://www.wikidata.org/entity/Q122599140,Clemence Convent,
http://www.wikidata.org/entity/Q122599152,Clinica Sonando,
http://www.wikidata.org/entity/Q122599228,Clint Barton's Homestead,
http://www.wikidata.org/entity/Q122599287,Clinton Church,
http://www.wikidata.org/entity/Q122599322,Clive's Photo Studio,
http://www.wikidata.org/entity/Q122599381,Club Delight,
http://www.wikidata.org/entity/Q122599468,Cockroach's Casino Warehouse,
http://www.wikidata.org/entity/Q122599559,Cocoon,
http://www.wikidata.org/entity/Q122599686,Coffee A Go-Go,
http://www.wikidata.org/entity/Q122599738,Cole Miller's Apartment,
http://www.wikidata.org/entity/Q122599757,Coles Academic High School,
http://www.wikidata.org/entity/Q122599778,Colleen O'Brien's Apartment,
http://www.wikidata.org/entity/Q122599800,Colombian Police Station,
http://www.wikidata.org/entity/Q122599834,Colon's Gym,
http://www.wikidata.org/entity/Q122599908,Comic Book World,
http://www.wikidata.org/entity/Q122599966,Computational Services Inc. Headquarters,
http://www.wikidata.org/entity/Q122600253,Contraxia,
http://www.wikidata.org/entity/Q122600591,Coronet,
http://www.wikidata.org/entity/Q122600705,Cosmogenic Manufacturing Warehouse,
http://www.wikidata.org/entity/Q122600870,Cotton Club,
http://www.wikidata.org/entity/Q122601016,Cotton Residence,
http://www.wikidata.org/entity/Q122601113,Coulson Academy,
http://www.wikidata.org/entity/Q122601246,County Cold Storage Building,
http://www.wikidata.org/entity/Q122601576,Court Square Diner,
http://www.wikidata.org/entity/Q122601779,Crane Sisters' Tattoo Shop,
http://www.wikidata.org/entity/Q122602172,Cranky Pete's Deli,
http://www.wikidata.org/entity/Q122602385,Crater,
http://www.wikidata.org/entity/Q122602494,Crispus Attucks Complex,
http://www.wikidata.org/entity/Q122602524,Crown Regent Hotel,
http://www.wikidata.org/entity/Q122602546,Cube World,
http://www.wikidata.org/entity/Q122602568,Cuchifritos,
http://www.wikidata.org/entity/Q122602589,Culper Woods,
http://www.wikidata.org/entity/Q122602617,Curtis Hoyle's Apartment,
http://www.wikidata.org/entity/Q122602641,Custer's Grove,
http://www.wikidata.org/entity/Q122602670,Custer's Grove High School,
http://www.wikidata.org/entity/Q122602691,Customs Station CI-741,
http://www.wikidata.org/entity/Q122602738,CyberCoffee,
http://www.wikidata.org/entity/Q122602752,Cybertek Corporate Headquarters,
http://www.wikidata.org/entity/Q122602810,Cybertek Manufacturing Facility,
http://www.wikidata.org/entity/Q122617170,D'Rill,
http://www.wikidata.org/entity/Q122617201,Da Vinci Museum,
http://www.wikidata.org/entity/Q122617228,Daily Bugle Broadcasting Center,
http://www.wikidata.org/entity/Q122617265,Daisy Clover Milk Factory,
http://www.wikidata.org/entity/Q122617298,Damage Control Deep Storage Vault,
http://www.wikidata.org/entity/Q122617321,Damage Control Field Office,
http://www.wikidata.org/entity/Q122617368,Damballah Voodoo Tours & Shop,
http://www.wikidata.org/entity/Q122617392,Danny Rand's Penthouse,
http://www.wikidata.org/entity/Q122617425,Dario Marquez's Dress Shop,
http://www.wikidata.org/entity/Q122617450,Darius Davis' House,
http://www.wikidata.org/entity/Q122617484,Dark Gate,
http://www.wikidata.org/entity/Q122617506,Darkhold Castle,
http://www.wikidata.org/entity/Q122617533,Dave's Ranch,
http://www.wikidata.org/entity/Q122617572,David Schultz's Apartment,
http://www.wikidata.org/entity/Q122617600,Dean Mansion,
http://www.wikidata.org/entity/Q122617621,Declan Research Facility,
http://www.wikidata.org/entity/Q122617711,Declan Research Facility Lab,
http://www.wikidata.org/entity/Q116819138,Mark XV Iron Man Armor,
http://www.wikidata.org/entity/Q116819150,Mark XVI Iron Man Armor,
http://www.wikidata.org/entity/Q116819171,Mark XVII Iron Man Armor,
http://www.wikidata.org/entity/Q116819189,Mark XVIII Iron Man Armor,
http://www.wikidata.org/entity/Q116819220,Mark XIX Iron Man Armor,
http://www.wikidata.org/entity/Q116819247,Mark XX Iron Man Armor,
http://www.wikidata.org/entity/Q116819262,Mark XXI Iron Man Armor,
http://www.wikidata.org/entity/Q116819272,Mark XXII Iron Man Armor,
http://www.wikidata.org/entity/Q116819295,Mark XXIII Iron Man Armor,
http://www.wikidata.org/entity/Q116819308,Mark XXIV Iron Man Armor,
http://www.wikidata.org/entity/Q116819327,Mark XXV Iron Man Armor,
http://www.wikidata.org/entity/Q116819336,Mark XXVI Iron Man Armor,
http://www.wikidata.org/entity/Q116819353,Mark XXVII Iron Man Armor,
http://www.wikidata.org/entity/Q116819362,Mark XXVIII Iron Man Armor,
http://www.wikidata.org/entity/Q116819370,Mark XXIX Iron Man Armor,
http://www.wikidata.org/entity/Q116819376,Mark XXX Iron Man Armor,
http://www.wikidata.org/entity/Q116819390,Mark XXXI Iron Man Armor,
http://www.wikidata.org/entity/Q116819398,Mark XXXII Iron Man Armor,
http://www.wikidata.org/entity/Q116819410,Mark XXXIII Iron Man Armor,
http://www.wikidata.org/entity/Q116819420,Mark XXXIV Iron Man Armor,
http://www.wikidata.org/entity/Q116819435,Mark XXXV Iron Man Armor,
http://www.wikidata.org/entity/Q116819445,Mark XXXVI Iron Man Armor,
http://www.wikidata.org/entity/Q116819454,Mark XXXVII Iron Man Armor,
http://www.wikidata.org/entity/Q116819476,Mark XXXVIII Iron Man Armor,
http://www.wikidata.org/entity/Q116819512,Mark XXXIX Iron Man Armor,
http://www.wikidata.org/entity/Q116819776,Mark XL Iron Man Armor,
http://www.wikidata.org/entity/Q116819860,Mark XLI Iron Man Armor,
http://www.wikidata.org/entity/Q116819870,Mark XLII Iron Man Armor,
http://www.wikidata.org/entity/Q116835335,Iron Man Mark XLII Telepresence Headset,
http://www.wikidata.org/entity/Q116835442,Mark II War Machine Armor,
http://www.wikidata.org/entity/Q116835573,Extremis,
http://www.wikidata.org/entity/Q116835766,House Party Protocol,
http://www.wikidata.org/entity/Q116835905,Clean Slate Protocol,
http://www.wikidata.org/entity/Q116836065,Tony Stark's Handmade Weapons,
http://www.wikidata.org/entity/Q116836183,Camera Taser,
http://www.wikidata.org/entity/Q116836362,Ornament Bomb,
http://www.wikidata.org/entity/Q116836535,Bottle Bomb,
http://www.wikidata.org/entity/Q116836677,Taser Glove,
http://www.wikidata.org/entity/Q116836925,Mark I Potato Gun,
http://www.wikidata.org/entity/Q116837039,Mark II Potato Gun,
http://www.wikidata.org/entity/Q116837159,Norco,
http://www.wikidata.org/entity/Q116837303,Extremis Soldiers,
http://www.wikidata.org/entity/Q116837761,Rose Hill Police Department,
http://www.wikidata.org/entity/Q116837942,WZPZ,
http://www.wikidata.org/entity/Q116837946,KRXJ Los Angeles,
http://www.wikidata.org/entity/Q116837950,WYAX,
http://www.wikidata.org/entity/Q116837954,Rose Hill Weekly,
http://www.wikidata.org/entity/Q116837962,The Washington Inquirer,
http://www.wikidata.org/entity/Q116837974,Channel 21 News,
http://www.wikidata.org/entity/Q116837980,Channel 65 News,
http://www.wikidata.org/entity/Q116850410,Medina,
http://www.wikidata.org/entity/Q116850467,Asgardian Dungeons,
http://www.wikidata.org/entity/Q116850578,Jane Foster's Apartment,
http://www.wikidata.org/entity/Q116850689,Exitar,
http://www.wikidata.org/entity/Q116850804,Collector's Museum,
http://www.wikidata.org/entity/Q116850940,First Dark Elf Conflict,
http://www.wikidata.org/entity/Q116850977,First Battle of Svartalfheim,
http://www.wikidata.org/entity/Q116851083,Reality Stone,
http://www.wikidata.org/entity/Q116851162,Einherjar Shield,
http://www.wikidata.org/entity/Q116851183,Dark Elf Particle Rifle,
http://www.wikidata.org/entity/Q116851266,Kurse Stone,
http://www.wikidata.org/entity/Q116851285,Black Hole Grenade,
http://www.wikidata.org/entity/Q116851408,Dark Matter Dagger,
http://www.wikidata.org/entity/Q116851433,Asgardian Cannon,
http://www.wikidata.org/entity/Q116851551,Asgardian Shield,
http://www.wikidata.org/entity/Q116851655,Book of Yggdrasil,
http://www.wikidata.org/entity/Q116851701,Birth Pods,
http://www.wikidata.org/entity/Q116851895,Soul Forge,
http://www.wikidata.org/entity/Q116851937,Phase Meter,
http://www.wikidata.org/entity/Q116852010,Gravimetric Spike,
http://www.wikidata.org/entity/Q116852092,Magnetic-Propulsion Ball,
http://www.wikidata.org/entity/Q116852173,Asgardian Skiff,
http://www.wikidata.org/entity/Q116852263,Ark,
http://www.wikidata.org/entity/Q116852442,Dark Elf Harrow,
http://www.wikidata.org/entity/Q116852641,Kronan Marauder,
http://www.wikidata.org/entity/Q116852825,Sakaarans,
http://www.wikidata.org/entity/Q116852994,Easik,
http://www.wikidata.org/entity/Q116853033,Yrds,
http://www.wikidata.org/entity/Q116853228,R'malk'i,
http://www.wikidata.org/entity/Q116853379,Hurctarians,
http://www.wikidata.org/entity/Q116853473,Xeronians,
http://www.wikidata.org/entity/Q116853498,Giant Butterfly,
http://www.wikidata.org/entity/Q116854252,Strategic Operations Command Center,
http://www.wikidata.org/entity/Q116856242,HYDRA Heavy Assault Rifle,
http://www.wikidata.org/entity/Q116856256,Johann Schmidt's Prosthetic Mask,
http://www.wikidata.org/entity/Q116856277,Asgardian Collar,
http://www.wikidata.org/entity/Q116856289,Thanos' Armor,
http://www.wikidata.org/entity/Q116856568,World Security Council,
http://www.wikidata.org/entity/Q117036032,Rogers: The Musical,
http://www.wikidata.org/entity/Q118344903,Zephyr One,
http://www.wikidata.org/entity/Q120907144,Damage Control Supermax Prison,
http://www.wikidata.org/entity/Q121381059,Battle of Sokovia,
http://www.wikidata.org/entity/Q121996995,Marvel character,
http://www.wikidata.org/entity/Q122389588,1337 Connect,
http://www.wikidata.org/entity/Q122389608,15th Precinct Police Station,
http://www.wikidata.org/entity/Q122418265,29th Precinct Police Station,
http://www.wikidata.org/entity/Q122443368,A.B.C. Chinese Restaurant,
http://www.wikidata.org/entity/Q122443783,A.S. Memorial Medical Center,
http://www.wikidata.org/entity/Q122443824,Aakon,
http://www.wikidata.org/entity/Q122443888,Aaron's Market,
http://www.wikidata.org/entity/Q122444030,Abandoned Building,
http://www.wikidata.org/entity/Q122444270,Abandoned Warehouse,
http://www.wikidata.org/entity/Q122444464,Abe Lebewhol Park,
http://www.wikidata.org/entity/Q122444810,Actiniaria Dimension,
http://www.wikidata.org/entity/Q122445037,Adrian Toomes' Headquarters,
http://www.wikidata.org/entity/Q122445274,Afterlife,
http://www.wikidata.org/entity/Q122445399,Ajak's Homestead,
http://www.wikidata.org/entity/Q122445538,Al and Cam's Arcade,
http://www.wikidata.org/entity/Q122445717,Aladna,
http://www.wikidata.org/entity/Q122445929,Alexander Pierce High School,
http://www.wikidata.org/entity/Q122445947,Alexander Pierce's Residence,
http://www.wikidata.org/entity/Q122445979,Alias Investigations Office,
http://www.wikidata.org/entity/Q122446009,Alt New York,
http://www.wikidata.org/entity/Q122446022,Amanzi Kwakhona Umlambo,
http://www.wikidata.org/entity/Q122446067,Ana's House,
http://www.wikidata.org/entity/Q122446080,Ancient Village,
http://www.wikidata.org/entity/Q122446094,Andrew Brandt's Apartment,
