c,w,wLabel,typeLabel,date
http://www.wikidata.org/entity/Q66191108,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-04-22T00:00:00Z
http://www.wikidata.org/entity/Q66195568,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-04-22T00:00:00Z
http://www.wikidata.org/entity/Q66195604,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-04-22T00:00:00Z
http://www.wikidata.org/entity/Q66190494,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-04-23T00:00:00Z
http://www.wikidata.org/entity/Q66190714,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-04-23T00:00:00Z
http://www.wikidata.org/entity/Q66190801,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-04-23T00:00:00Z
http://www.wikidata.org/entity/Q66190910,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-04-23T00:00:00Z
http://www.wikidata.org/entity/Q66190994,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-04-23T00:00:00Z
http://www.wikidata.org/entity/Q66191108,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-04-23T00:00:00Z
http://www.wikidata.org/entity/Q66195568,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-04-23T00:00:00Z
http://www.wikidata.org/entity/Q66195604,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-04-23T00:00:00Z
http://www.wikidata.org/entity/Q66190494,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-04-30T00:00:00Z
http://www.wikidata.org/entity/Q66190714,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-04-30T00:00:00Z
http://www.wikidata.org/entity/Q66190801,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-04-30T00:00:00Z
http://www.wikidata.org/entity/Q66190910,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-04-30T00:00:00Z
http://www.wikidata.org/entity/Q66190994,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-04-30T00:00:00Z
http://www.wikidata.org/entity/Q66191108,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-04-30T00:00:00Z
http://www.wikidata.org/entity/Q66195568,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-04-30T00:00:00Z
http://www.wikidata.org/entity/Q66195604,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-04-30T00:00:00Z
http://www.wikidata.org/entity/Q66190494,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66190714,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66190801,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66190910,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66190994,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66191108,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66195568,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66195604,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66190494,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-05-07T00:00:00Z
http://www.wikidata.org/entity/Q66190714,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-05-07T00:00:00Z
http://www.wikidata.org/entity/Q66190801,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-05-07T00:00:00Z
http://www.wikidata.org/entity/Q66190910,http://www.wikidata.org/entity/Q14171368,Avengers: Age of Ultron,film,2015-05-07T00:00:00Z
http://www.wikidata.org/entity/Q24050117,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-04-25T00:00:00Z
http://www.wikidata.org/entity/Q24083294,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-04-25T00:00:00Z
http://www.wikidata.org/entity/Q25714609,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-04-25T00:00:00Z
http://www.wikidata.org/entity/Q24050117,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-04-26T00:00:00Z
http://www.wikidata.org/entity/Q24083294,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-04-26T00:00:00Z
http://www.wikidata.org/entity/Q25714609,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-04-26T00:00:00Z
http://www.wikidata.org/entity/Q24050117,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-04-27T00:00:00Z
http://www.wikidata.org/entity/Q24083294,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-04-27T00:00:00Z
http://www.wikidata.org/entity/Q25714609,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-04-27T00:00:00Z
http://www.wikidata.org/entity/Q24050117,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-05-04T00:00:00Z
http://www.wikidata.org/entity/Q24083294,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-05-04T00:00:00Z
http://www.wikidata.org/entity/Q25714609,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-05-04T00:00:00Z
http://www.wikidata.org/entity/Q24068213,http://www.wikidata.org/entity/Q205028,Iron Man 2,film,2010-05-07T00:00:00Z
http://www.wikidata.org/entity/Q24068383,http://www.wikidata.org/entity/Q205028,Iron Man 2,film,2010-05-07T00:00:00Z
http://www.wikidata.org/entity/Q24068387,http://www.wikidata.org/entity/Q205028,Iron Man 2,film,2010-05-07T00:00:00Z
http://www.wikidata.org/entity/Q24068391,http://www.wikidata.org/entity/Q205028,Iron Man 2,film,2010-05-07T00:00:00Z
http://www.wikidata.org/entity/Q24068402,http://www.wikidata.org/entity/Q205028,Iron Man 2,film,2010-05-07T00:00:00Z
http://www.wikidata.org/entity/Q24068411,http://www.wikidata.org/entity/Q205028,Iron Man 2,film,2010-05-07T00:00:00Z
http://www.wikidata.org/entity/Q24073665,http://www.wikidata.org/entity/Q205028,Iron Man 2,film,2010-05-07T00:00:00Z
http://www.wikidata.org/entity/Q24073681,http://www.wikidata.org/entity/Q205028,Iron Man 2,film,2010-05-07T00:00:00Z
http://www.wikidata.org/entity/Q24073725,http://www.wikidata.org/entity/Q205028,Iron Man 2,film,2010-05-07T00:00:00Z
http://www.wikidata.org/entity/Q24131920,http://www.wikidata.org/entity/Q205028,Iron Man 2,film,2010-05-07T00:00:00Z
http://www.wikidata.org/entity/Q24050117,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-24T00:00:00Z
http://www.wikidata.org/entity/Q24073665,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-24T00:00:00Z
http://www.wikidata.org/entity/Q24207018,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-24T00:00:00Z
http://www.wikidata.org/entity/Q25936379,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-24T00:00:00Z
http://www.wikidata.org/entity/Q24050117,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-24T00:00:00Z
http://www.wikidata.org/entity/Q24073665,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-24T00:00:00Z
http://www.wikidata.org/entity/Q24207018,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-24T00:00:00Z
http://www.wikidata.org/entity/Q25936379,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-24T00:00:00Z
http://www.wikidata.org/entity/Q24050117,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-25T00:00:00Z
http://www.wikidata.org/entity/Q24073665,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-25T00:00:00Z
http://www.wikidata.org/entity/Q24207018,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-25T00:00:00Z
http://www.wikidata.org/entity/Q25936379,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-25T00:00:00Z
http://www.wikidata.org/entity/Q24050117,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-25T00:00:00Z
http://www.wikidata.org/entity/Q24073665,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-25T00:00:00Z
http://www.wikidata.org/entity/Q24207018,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-25T00:00:00Z
http://www.wikidata.org/entity/Q25936379,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-25T00:00:00Z
http://www.wikidata.org/entity/Q24050117,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q24073665,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q24207018,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q25936379,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q24050117,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q24073665,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q24207018,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q25936379,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q24050117,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q24073665,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q24207018,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q25936379,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q24050117,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q24073665,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q24207018,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q25936379,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q24050117,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q24073665,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q24207018,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q25936379,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q24050117,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q24073665,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q24207018,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q25936379,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q24083294,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-27T00:00:00Z
http://www.wikidata.org/entity/Q24083312,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-27T00:00:00Z
http://www.wikidata.org/entity/Q24131920,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-27T00:00:00Z
http://www.wikidata.org/entity/Q24175349,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-27T00:00:00Z
http://www.wikidata.org/entity/Q24206844,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-27T00:00:00Z
http://www.wikidata.org/entity/Q24083294,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-28T00:00:00Z
http://www.wikidata.org/entity/Q24083312,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-28T00:00:00Z
http://www.wikidata.org/entity/Q24131920,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-28T00:00:00Z
http://www.wikidata.org/entity/Q24175349,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-28T00:00:00Z
http://www.wikidata.org/entity/Q24206844,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-28T00:00:00Z
http://www.wikidata.org/entity/Q24083294,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-29T00:00:00Z
http://www.wikidata.org/entity/Q24083312,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-29T00:00:00Z
http://www.wikidata.org/entity/Q24131920,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-29T00:00:00Z
http://www.wikidata.org/entity/Q24175349,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-29T00:00:00Z
http://www.wikidata.org/entity/Q24206844,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-29T00:00:00Z
http://www.wikidata.org/entity/Q24083294,http://www.wikidata.org/entity/Q217020,Thor,film,2011-05-06T00:00:00Z
http://www.wikidata.org/entity/Q24083312,http://www.wikidata.org/entity/Q217020,Thor,film,2011-05-06T00:00:00Z
http://www.wikidata.org/entity/Q24131920,http://www.wikidata.org/entity/Q217020,Thor,film,2011-05-06T00:00:00Z
http://www.wikidata.org/entity/Q24175349,http://www.wikidata.org/entity/Q217020,Thor,film,2011-05-06T00:00:00Z
http://www.wikidata.org/entity/Q24206844,http://www.wikidata.org/entity/Q217020,Thor,film,2011-05-06T00:00:00Z
http://www.wikidata.org/entity/Q24200251,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-07-22T00:00:00Z
http://www.wikidata.org/entity/Q24200251,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-08-05T00:00:00Z
http://www.wikidata.org/entity/Q24200251,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-08-11T00:00:00Z
http://www.wikidata.org/entity/Q24200251,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-08-17T00:00:00Z
http://www.wikidata.org/entity/Q24200251,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-08-18T00:00:00Z
http://www.wikidata.org/entity/Q24200251,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-09-09T00:00:00Z
http://www.wikidata.org/entity/Q24050117,http://www.wikidata.org/entity/Q466611,The Incredible Hulk,film,2008-06-13T00:00:00Z
http://www.wikidata.org/entity/Q24050117,http://www.wikidata.org/entity/Q466611,The Incredible Hulk,film,2008-06-20T00:00:00Z
http://www.wikidata.org/entity/Q24050117,http://www.wikidata.org/entity/Q466611,The Incredible Hulk,film,2008-07-10T00:00:00Z
http://www.wikidata.org/entity/Q24131920,http://www.wikidata.org/entity/Q537911,Agents of S.H.I.E.L.D.,television series,
http://www.wikidata.org/entity/Q24083294,http://www.wikidata.org/entity/Q1765358,Captain America: The Winter Soldier,film,2014-03-26T00:00:00Z
http://www.wikidata.org/entity/Q24083294,http://www.wikidata.org/entity/Q1765358,Captain America: The Winter Soldier,film,2014-03-27T00:00:00Z
http://www.wikidata.org/entity/Q24083294,http://www.wikidata.org/entity/Q1765358,Captain America: The Winter Soldier,film,2014-03-28T00:00:00Z
http://www.wikidata.org/entity/Q24083294,http://www.wikidata.org/entity/Q1765358,Captain America: The Winter Soldier,film,2014-04-03T00:00:00Z
http://www.wikidata.org/entity/Q24083294,http://www.wikidata.org/entity/Q1765358,Captain America: The Winter Soldier,film,2014-04-04T00:00:00Z
http://www.wikidata.org/entity/Q24083294,http://www.wikidata.org/entity/Q1765358,Captain America: The Winter Soldier,film,2014-04-10T00:00:00Z
http://www.wikidata.org/entity/Q24050112,http://www.wikidata.org/entity/Q5887360,Guardians of the Galaxy,film,2014-07-31T00:00:00Z
http://www.wikidata.org/entity/Q24050112,http://www.wikidata.org/entity/Q5887360,Guardians of the Galaxy,film,2014-08-01T00:00:00Z
http://www.wikidata.org/entity/Q55221009,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-04-25T00:00:00Z
http://www.wikidata.org/entity/Q56231221,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-04-25T00:00:00Z
http://www.wikidata.org/entity/Q60485274,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-04-25T00:00:00Z
http://www.wikidata.org/entity/Q64825451,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-04-25T00:00:00Z
http://www.wikidata.org/entity/Q55221009,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-04-26T00:00:00Z
http://www.wikidata.org/entity/Q56231221,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-04-26T00:00:00Z
http://www.wikidata.org/entity/Q60485274,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-04-26T00:00:00Z
http://www.wikidata.org/entity/Q64825451,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-04-26T00:00:00Z
http://www.wikidata.org/entity/Q55221009,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-04-27T00:00:00Z
http://www.wikidata.org/entity/Q56231221,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-04-27T00:00:00Z
http://www.wikidata.org/entity/Q60485274,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-04-27T00:00:00Z
http://www.wikidata.org/entity/Q64825451,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-04-27T00:00:00Z
http://www.wikidata.org/entity/Q55221009,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-05-04T00:00:00Z
http://www.wikidata.org/entity/Q56231221,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-05-04T00:00:00Z
http://www.wikidata.org/entity/Q60485274,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-05-04T00:00:00Z
http://www.wikidata.org/entity/Q64825451,http://www.wikidata.org/entity/Q182218,The Avengers,film,2012-05-04T00:00:00Z
http://www.wikidata.org/entity/Q65929293,http://www.wikidata.org/entity/Q192724,Iron Man,film,2008-04-30T00:00:00Z
http://www.wikidata.org/entity/Q65935271,http://www.wikidata.org/entity/Q192724,Iron Man,film,2008-04-30T00:00:00Z
http://www.wikidata.org/entity/Q65929293,http://www.wikidata.org/entity/Q192724,Iron Man,film,2008-05-01T00:00:00Z
http://www.wikidata.org/entity/Q65935271,http://www.wikidata.org/entity/Q192724,Iron Man,film,2008-05-01T00:00:00Z
http://www.wikidata.org/entity/Q65929293,http://www.wikidata.org/entity/Q192724,Iron Man,film,2008-05-02T00:00:00Z
http://www.wikidata.org/entity/Q65935271,http://www.wikidata.org/entity/Q192724,Iron Man,film,2008-05-02T00:00:00Z
http://www.wikidata.org/entity/Q65928804,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-24T00:00:00Z
http://www.wikidata.org/entity/Q65929156,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-24T00:00:00Z
http://www.wikidata.org/entity/Q65929267,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-24T00:00:00Z
http://www.wikidata.org/entity/Q65929293,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-24T00:00:00Z
http://www.wikidata.org/entity/Q65928804,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-24T00:00:00Z
http://www.wikidata.org/entity/Q65929156,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-24T00:00:00Z
http://www.wikidata.org/entity/Q65929267,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-24T00:00:00Z
http://www.wikidata.org/entity/Q65929293,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-24T00:00:00Z
http://www.wikidata.org/entity/Q65928804,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-25T00:00:00Z
http://www.wikidata.org/entity/Q65929156,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-25T00:00:00Z
http://www.wikidata.org/entity/Q65929267,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-25T00:00:00Z
http://www.wikidata.org/entity/Q65929293,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-25T00:00:00Z
http://www.wikidata.org/entity/Q65928804,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-25T00:00:00Z
http://www.wikidata.org/entity/Q65929156,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-25T00:00:00Z
http://www.wikidata.org/entity/Q65929267,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-25T00:00:00Z
http://www.wikidata.org/entity/Q65929293,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-25T00:00:00Z
http://www.wikidata.org/entity/Q65928804,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q65929156,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q65929267,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q65929293,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q65928804,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q65929156,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q65929267,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q65929293,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q65928804,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q65929156,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q65929267,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q65929293,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q65928804,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q65929156,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q65929267,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q65929293,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q65928804,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q65929156,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q65929267,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q65929293,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q65928804,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q65929156,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q65929267,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q65929293,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q65935285,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-07-22T00:00:00Z
http://www.wikidata.org/entity/Q65935296,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-07-22T00:00:00Z
http://www.wikidata.org/entity/Q65935320,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-07-22T00:00:00Z
http://www.wikidata.org/entity/Q65935329,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-07-22T00:00:00Z
http://www.wikidata.org/entity/Q65935346,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-07-22T00:00:00Z
http://www.wikidata.org/entity/Q65935363,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-07-22T00:00:00Z
http://www.wikidata.org/entity/Q65935285,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-08-05T00:00:00Z
http://www.wikidata.org/entity/Q65935296,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-08-05T00:00:00Z
http://www.wikidata.org/entity/Q65935320,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-08-05T00:00:00Z
http://www.wikidata.org/entity/Q65935329,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-08-05T00:00:00Z
http://www.wikidata.org/entity/Q65935346,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-08-05T00:00:00Z
http://www.wikidata.org/entity/Q65935363,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-08-05T00:00:00Z
http://www.wikidata.org/entity/Q65935285,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-08-11T00:00:00Z
http://www.wikidata.org/entity/Q65935296,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-08-11T00:00:00Z
http://www.wikidata.org/entity/Q65935320,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-08-11T00:00:00Z
http://www.wikidata.org/entity/Q65935329,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-08-11T00:00:00Z
http://www.wikidata.org/entity/Q65935346,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-08-11T00:00:00Z
http://www.wikidata.org/entity/Q65935363,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-08-11T00:00:00Z
http://www.wikidata.org/entity/Q65935285,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-08-17T00:00:00Z
http://www.wikidata.org/entity/Q65935296,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-08-17T00:00:00Z
http://www.wikidata.org/entity/Q65935320,http://www.wikidata.org/entity/Q275120,Captain America: The First Avenger,film,2011-08-17T00:00:00Z
